descripcion;mes;sum
COL CORAZON/NENE/(CRIOLLA/SERRANA);11;55
COL CORAZON/NENE/(CRIOLLA/SERRANA);12;116
COL CRESPA;1;59
COL CRESPA;2;61
COL CRESPA;3;80
COL CRESPA;4;44
COL CRESPA;5;43
COL CRESPA;6;42
COL CRESPA;7;45
COL CRESPA;8;36
COL CRESPA;9;18
COL CRESPA;10;34
COL CRESPA;11;55
COL CRESPA;12;87
COLIFLOR (CRIOLLA/SERRANA);1;94
COLIFLOR (CRIOLLA/SERRANA);2;91
COLIFLOR (CRIOLLA/SERRANA);3;119
COLIFLOR (CRIOLLA/SERRANA);4;89
COLIFLOR (CRIOLLA/SERRANA);5;71
COLIFLOR (CRIOLLA/SERRANA);6;80
COLIFLOR (CRIOLLA/SERRANA);7;66
COLIFLOR (CRIOLLA/SERRANA);8;78
COLIFLOR (CRIOLLA/SERRANA);9;45
COLIFLOR (CRIOLLA/SERRANA);10;71
COLIFLOR (CRIOLLA/SERRANA);11;105
COLIFLOR (CRIOLLA/SERRANA);12;113
COL MORADA;1;0
COL MORADA;2;0
COL MORADA;3;0
COL MORADA;4;0
COL MORADA;5;0
COL MORADA;6;0
COL MORADA;7;0
COL MORADA;8;0
COL MORADA;9;0
COL MORADA;10;0
COL MORADA;11;0
COL MORADA;12;0
CREMA DE ARVEJA (MORON DE ARVEJA);1;0
CREMA DE ARVEJA (MORON DE ARVEJA);2;0
CREMA DE ARVEJA (MORON DE ARVEJA);3;0
CREMA DE ARVEJA (MORON DE ARVEJA);4;0
CREMA DE ARVEJA (MORON DE ARVEJA);5;0
CREMA DE ARVEJA (MORON DE ARVEJA);6;0
CREMA DE ARVEJA (MORON DE ARVEJA);7;0
CREMA DE ARVEJA (MORON DE ARVEJA);8;0
CREMA DE ARVEJA (MORON DE ARVEJA);9;0
CREMA DE ARVEJA (MORON DE ARVEJA);10;0
CREMA DE ARVEJA (MORON DE ARVEJA);11;0
CREMA DE ARVEJA (MORON DE ARVEJA);12;0
CREMA/HARINA DE HABA;1;0
CREMA/HARINA DE HABA;2;1
CREMA/HARINA DE HABA;3;0
CREMA/HARINA DE HABA;4;0
CREMA/HARINA DE HABA;5;0
CREMA/HARINA DE HABA;6;0
CREMA/HARINA DE HABA;7;0
CREMA/HARINA DE HABA;8;0
CREMA/HARINA DE HABA;9;0
CREMA/HARINA DE HABA;10;0
CREMA/HARINA DE HABA;11;0
CREMA/HARINA DE HABA;12;0
CULANTRILLO CHINO;1;0
CULANTRILLO CHINO;2;0
CULANTRILLO CHINO;3;0
CULANTRILLO CHINO;4;0
CULANTRILLO CHINO;5;0
CULANTRILLO CHINO;6;0
CULANTRILLO CHINO;7;0
CULANTRILLO CHINO;8;0
CULANTRILLO CHINO;9;0
CULANTRILLO CHINO;10;0
CULANTRILLO CHINO;11;0
CULANTRILLO CHINO;12;0
CULANTRO (CRIOLLO/SERRANO);1;40
CULANTRO (CRIOLLO/SERRANO);2;34
CULANTRO (CRIOLLO/SERRANO);3;51
CULANTRO (CRIOLLO/SERRANO);4;34
CULANTRO (CRIOLLO/SERRANO);5;28
CULANTRO (CRIOLLO/SERRANO);6;39
CULANTRO (CRIOLLO/SERRANO);7;31
CULANTRO (CRIOLLO/SERRANO);8;19
CULANTRO (CRIOLLO/SERRANO);9;11
CULANTRO (CRIOLLO/SERRANO);10;34
CULANTRO (CRIOLLO/SERRANO);11;30
CULANTRO (CRIOLLO/SERRANO);12;62
ESPARRAGO/VERDE/BLANCO;1;0
ESPARRAGO/VERDE/BLANCO;2;0
ESPARRAGO/VERDE/BLANCO;3;0
ESPARRAGO/VERDE/BLANCO;4;0
ESPARRAGO/VERDE/BLANCO;5;0
ESPARRAGO/VERDE/BLANCO;6;0
ESPARRAGO/VERDE/BLANCO;7;0
ESPARRAGO/VERDE/BLANCO;8;0
ESPARRAGO/VERDE/BLANCO;9;0
ESPARRAGO/VERDE/BLANCO;10;0
ESPARRAGO/VERDE/BLANCO;11;0
ESPARRAGO/VERDE/BLANCO;12;0
ESPINACA (CRIOLLA/SERRANA);1;24
ESPINACA (CRIOLLA/SERRANA);2;31
ESPINACA (CRIOLLA/SERRANA);3;39
ESPINACA (CRIOLLA/SERRANA);4;25
ESPINACA (CRIOLLA/SERRANA);5;18
ESPINACA (CRIOLLA/SERRANA);6;18
ESPINACA (CRIOLLA/SERRANA);7;22
ESPINACA (CRIOLLA/SERRANA);8;19
ESPINACA (CRIOLLA/SERRANA);9;21
ESPINACA (CRIOLLA/SERRANA);10;18
ESPINACA (CRIOLLA/SERRANA);11;20
ESPINACA (CRIOLLA/SERRANA);12;16
FREJOLITO CHINO;1;0
FREJOLITO CHINO;2;0
FREJOLITO CHINO;3;0
FREJOLITO CHINO;4;0
FREJOLITO CHINO;5;0
FREJOLITO CHINO;6;0
FREJOLITO CHINO;7;1
FREJOLITO CHINO;8;0
FREJOLITO CHINO;9;0
FREJOLITO CHINO;10;0
FREJOLITO CHINO;11;0
FREJOLITO CHINO;12;0
FREJOL SECO BAYO;1;0
FREJOL SECO BAYO;2;0
FREJOL SECO BAYO;3;0
FREJOL SECO BAYO;4;0
FREJOL SECO BAYO;5;0
FREJOL SECO BAYO;6;0
FREJOL SECO BAYO;7;0
FREJOL SECO BAYO;8;2
FREJOL SECO BAYO;9;0
FREJOL SECO BAYO;10;0
FREJOL SECO BAYO;11;0
FREJOL SECO BAYO;12;0
FREJOL SECO BLANCO;1;0
FREJOL SECO BLANCO;2;0
FREJOL SECO BLANCO;3;0
FREJOL SECO BLANCO;4;0
FREJOL SECO BLANCO;5;0
FREJOL SECO BLANCO;6;0
FREJOL SECO BLANCO;7;0
FREJOL SECO BLANCO;8;0
FREJOL SECO BLANCO;9;0
FREJOL SECO BLANCO;10;0
FREJOL SECO BLANCO;11;0
FREJOL SECO BLANCO;12;0
FREJOL SECO CABALLERO/BURRO;1;0
FREJOL SECO CABALLERO/BURRO;2;0
FREJOL SECO CABALLERO/BURRO;3;0
FREJOL SECO CABALLERO/BURRO;4;0
FREJOL SECO CABALLERO/BURRO;5;1
FREJOL SECO CABALLERO/BURRO;6;0
FREJOL SECO CABALLERO/BURRO;7;0
FREJOL SECO CABALLERO/BURRO;8;0
FREJOL SECO CABALLERO/BURRO;9;1
FREJOL SECO CABALLERO/BURRO;10;0
FREJOL SECO CABALLERO/BURRO;11;0
FREJOL SECO CABALLERO/BURRO;12;0
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);1;12
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);2;6
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);3;9
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);4;4
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);5;20
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);6;6
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);7;6
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);8;18
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);9;5
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);10;1
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);11;4
FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR);12;9
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);1;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);2;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);3;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);4;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);5;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);6;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);7;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);8;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);9;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);10;0
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);11;1
FREJOL SECO CASTILLA NACIONAL(BLA/NEGR);12;0
FREJOL VERDE CANARIO;1;1918
FREJOL VERDE CANARIO;2;912
FREJOL VERDE CANARIO;3;829
FREJOL VERDE CANARIO;4;748
FREJOL VERDE CANARIO;5;862
FREJOL VERDE CANARIO;6;755
FREJOL VERDE CANARIO;7;818
FREJOL VERDE CANARIO;8;806
FREJOL VERDE CANARIO;9;1056
FREJOL VERDE CANARIO;10;938
FREJOL VERDE CANARIO;11;1208
FREJOL VERDE CANARIO;12;1268
FREJOL VERDE CASTILLA;1;10
FREJOL VERDE CASTILLA;2;33
FREJOL VERDE CASTILLA;3;55
FREJOL VERDE CASTILLA;4;5
FREJOL VERDE CASTILLA;5;40
FREJOL VERDE CASTILLA;6;7
FREJOL VERDE CASTILLA;7;38
FREJOL VERDE CASTILLA;8;7
FREJOL VERDE CASTILLA;9;7
FREJOL VERDE CASTILLA;10;13
FREJOL VERDE CASTILLA;11;36
FREJOL VERDE CASTILLA;12;21
FREJOL VERDE PANAMITO;1;0
FREJOL VERDE PANAMITO;2;0
FREJOL VERDE PANAMITO;3;3
FREJOL VERDE PANAMITO;4;0
FREJOL VERDE PANAMITO;5;0
FREJOL VERDE PANAMITO;6;0
FREJOL VERDE PANAMITO;7;0
FREJOL VERDE PANAMITO;8;0
FREJOL VERDE PANAMITO;9;0
FREJOL VERDE PANAMITO;10;31
FREJOL VERDE PANAMITO;11;2
FREJOL VERDE PANAMITO;12;3
HABA SECA CORRIENTE;1;0
HABA SECA CORRIENTE;2;0
HABA SECA CORRIENTE;3;0
HABA SECA CORRIENTE;4;0
HABA SECA CORRIENTE;5;0
HABA SECA CORRIENTE;6;0
HABA SECA CORRIENTE;7;0
HABA SECA CORRIENTE;8;0
HABA SECA CORRIENTE;9;0
HABA SECA CORRIENTE;10;0
HABA SECA CORRIENTE;11;0
HABA SECA CORRIENTE;12;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);1;1
HABA SECA ENTER.BLANC.NAC.(CRI/SER);2;2
HABA SECA ENTER.BLANC.NAC.(CRI/SER);3;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);4;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);5;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);6;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);7;1
HABA SECA ENTER.BLANC.NAC.(CRI/SER);8;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);9;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);10;0
HABA SECA ENTER.BLANC.NAC.(CRI/SER);11;1
HABA SECA ENTER.BLANC.NAC.(CRI/SER);12;0
HABA SECA IMPORTADA;1;0
HABA SECA IMPORTADA;2;0
HABA SECA IMPORTADA;3;0
HABA SECA IMPORTADA;4;0
HABA SECA IMPORTADA;5;0
HABA SECA IMPORTADA;6;0
HABA SECA IMPORTADA;7;0
HABA SECA IMPORTADA;8;0
HABA SECA IMPORTADA;9;0
HABA SECA IMPORTADA;10;0
HABA SECA IMPORTADA;11;0
HABA SECA IMPORTADA;12;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);1;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);2;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);3;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);4;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);5;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);6;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);7;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);8;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);9;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);10;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);11;0
HABA SECA PARTIDA (CRIOLLA/SERRANA);12;2
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;1;103
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;2;5
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;3;28
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;4;0
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;5;0
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;6;338
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;7;1061
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;8;1623
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;9;1396
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;10;1385
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;11;974
HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR;12;353
HABA VERDE SERRANA;1;7613
HABA VERDE SERRANA;2;5978
HABA VERDE SERRANA;3;6632
HABA VERDE SERRANA;4;7558
HABA VERDE SERRANA;5;5791
HABA VERDE SERRANA;6;4131
HABA VERDE SERRANA;7;4112
HABA VERDE SERRANA;8;4093
HABA VERDE SERRANA;9;3742
HABA VERDE SERRANA;10;5447
HABA VERDE SERRANA;11;7835
HABA VERDE SERRANA;12;7366
HIERBA BUENA (CRIOLLA/SERRANA);1;2
HIERBA BUENA (CRIOLLA/SERRANA);2;2
HIERBA BUENA (CRIOLLA/SERRANA);3;0
HIERBA BUENA (CRIOLLA/SERRANA);4;1
HIERBA BUENA (CRIOLLA/SERRANA);5;1
HIERBA BUENA (CRIOLLA/SERRANA);6;0
HIERBA BUENA (CRIOLLA/SERRANA);7;0
HIERBA BUENA (CRIOLLA/SERRANA);8;0
HIERBA BUENA (CRIOLLA/SERRANA);9;0
HIERBA BUENA (CRIOLLA/SERRANA);10;2
HIERBA BUENA (CRIOLLA/SERRANA);11;0
HIERBA BUENA (CRIOLLA/SERRANA);12;4
HUACATAY (CRIOLLO/SERRANO);1;9
HUACATAY (CRIOLLO/SERRANO);2;6
HUACATAY (CRIOLLO/SERRANO);3;6
HUACATAY (CRIOLLO/SERRANO);4;3
HUACATAY (CRIOLLO/SERRANO);5;2
HUACATAY (CRIOLLO/SERRANO);6;2
HUACATAY (CRIOLLO/SERRANO);7;5
HUACATAY (CRIOLLO/SERRANO);8;5
HUACATAY (CRIOLLO/SERRANO);9;2
HUACATAY (CRIOLLO/SERRANO);10;4
HUACATAY (CRIOLLO/SERRANO);11;6
HUACATAY (CRIOLLO/SERRANO);12;19
JOLANTAU/ORGANICA;1;3
JOLANTAU/ORGANICA;2;2
JOLANTAU/ORGANICA;3;1
JOLANTAU/ORGANICA;4;5
JOLANTAU/ORGANICA;5;9
JOLANTAU/ORGANICA;6;4
JOLANTAU/ORGANICA;7;4
JOLANTAU/ORGANICA;8;0
JOLANTAU/ORGANICA;9;1
JOLANTAU/ORGANICA;10;2
JOLANTAU/ORGANICA;11;4
JOLANTAU/ORGANICA;12;3
KION (COSTA/SELVA);1;25
KION (COSTA/SELVA);2;27
KION (COSTA/SELVA);3;20
KION (COSTA/SELVA);4;16
KION (COSTA/SELVA);5;22
KION (COSTA/SELVA);6;22
KION (COSTA/SELVA);7;14
KION (COSTA/SELVA);8;13
KION (COSTA/SELVA);9;13
KION (COSTA/SELVA);10;18
KION (COSTA/SELVA);11;24
KION (COSTA/SELVA);12;9
LECHUGA AMERICANA (CRIOLLA/SERRANA);1;184
LECHUGA AMERICANA (CRIOLLA/SERRANA);2;174
LECHUGA AMERICANA (CRIOLLA/SERRANA);3;196
LECHUGA AMERICANA (CRIOLLA/SERRANA);4;159
LECHUGA AMERICANA (CRIOLLA/SERRANA);5;154
LECHUGA AMERICANA (CRIOLLA/SERRANA);6;166
LECHUGA AMERICANA (CRIOLLA/SERRANA);7;158
LECHUGA AMERICANA (CRIOLLA/SERRANA);8;195
LECHUGA AMERICANA (CRIOLLA/SERRANA);9;174
LECHUGA AMERICANA (CRIOLLA/SERRANA);10;207
LECHUGA AMERICANA (CRIOLLA/SERRANA);11;166
LECHUGA AMERICANA (CRIOLLA/SERRANA);12;124
LECHUGA CRIOLLA SEDA;1;10
LECHUGA CRIOLLA SEDA;2;13
LECHUGA CRIOLLA SEDA;3;5
LECHUGA CRIOLLA SEDA;4;4
LECHUGA CRIOLLA SEDA;5;5
LECHUGA CRIOLLA SEDA;6;5
LECHUGA CRIOLLA SEDA;7;3
LECHUGA CRIOLLA SEDA;8;8
LECHUGA CRIOLLA SEDA;9;10
LECHUGA CRIOLLA SEDA;10;8
LECHUGA CRIOLLA SEDA;11;5
LECHUGA CRIOLLA SEDA;12;9
LECHUGA FRITZE;1;0
LECHUGA FRITZE;2;0
LECHUGA FRITZE;3;0
LECHUGA FRITZE;4;0
LECHUGA FRITZE;5;0
LECHUGA FRITZE;6;0
LECHUGA FRITZE;7;0
LECHUGA FRITZE;8;0
LECHUGA FRITZE;9;0
LECHUGA FRITZE;10;0
LECHUGA FRITZE;11;0
LECHUGA FRITZE;12;0
LECHUGA SERRANA SEDA;1;0
LECHUGA SERRANA SEDA;2;2
LECHUGA SERRANA SEDA;3;5
LECHUGA SERRANA SEDA;4;2
LECHUGA SERRANA SEDA;5;2
LECHUGA SERRANA SEDA;6;0
LECHUGA SERRANA SEDA;7;0
LECHUGA SERRANA SEDA;8;3
LECHUGA SERRANA SEDA;9;1
LECHUGA SERRANA SEDA;10;0
LECHUGA SERRANA SEDA;11;6
LECHUGA SERRANA SEDA;12;3
LENTEJA SECA BOCONA/ZARANDAJA NAC.;1;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;2;2
LENTEJA SECA BOCONA/ZARANDAJA NAC.;3;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;4;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;5;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;6;1
LENTEJA SECA BOCONA/ZARANDAJA NAC.;7;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;8;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;9;3
LENTEJA SECA BOCONA/ZARANDAJA NAC.;10;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;11;0
LENTEJA SECA BOCONA/ZARANDAJA NAC.;12;1
LENTEJA SECA NACIONAL;1;0
LENTEJA SECA NACIONAL;2;0
LENTEJA SECA NACIONAL;3;0
LENTEJA SECA NACIONAL;4;0
LENTEJA SECA NACIONAL;5;0
LENTEJA SECA NACIONAL;6;0
LENTEJA SECA NACIONAL;7;0
LENTEJA SECA NACIONAL;8;1
LENTEJA SECA NACIONAL;9;0
LENTEJA SECA NACIONAL;10;0
LENTEJA SECA NACIONAL;11;0
LENTEJA SECA NACIONAL;12;0
LENTEJA-VERDE BOCONA/SARANDAJA;1;24
LENTEJA-VERDE BOCONA/SARANDAJA;2;12
LENTEJA-VERDE BOCONA/SARANDAJA;3;8
LENTEJA-VERDE BOCONA/SARANDAJA;4;16
LENTEJA-VERDE BOCONA/SARANDAJA;5;41
LENTEJA-VERDE BOCONA/SARANDAJA;6;46
LENTEJA-VERDE BOCONA/SARANDAJA;7;42
LENTEJA-VERDE BOCONA/SARANDAJA;8;53
LENTEJA-VERDE BOCONA/SARANDAJA;9;29
LENTEJA-VERDE BOCONA/SARANDAJA;10;56
LENTEJA-VERDE BOCONA/SARANDAJA;11;36
LENTEJA-VERDE BOCONA/SARANDAJA;12;28
LENTEJA-VERDE/CORRIENTE;1;8
LENTEJA-VERDE/CORRIENTE;2;6
LENTEJA-VERDE/CORRIENTE;3;5
LENTEJA-VERDE/CORRIENTE;4;3
LENTEJA-VERDE/CORRIENTE;5;6
LENTEJA-VERDE/CORRIENTE;6;1
LENTEJA-VERDE/CORRIENTE;7;3
LENTEJA-VERDE/CORRIENTE;8;6
LENTEJA-VERDE/CORRIENTE;9;3
LENTEJA-VERDE/CORRIENTE;10;2
LENTEJA-VERDE/CORRIENTE;11;3
LENTEJA-VERDE/CORRIENTE;12;2
LIMON CITRICO BOLSA;1;42702
LIMON CITRICO BOLSA;2;39715
LIMON CITRICO BOLSA;3;39880
LIMON CITRICO BOLSA;4;33025
LIMON CITRICO BOLSA;5;29636
LIMON CITRICO BOLSA;6;24634
LIMON CITRICO BOLSA;7;22301
LIMON CITRICO BOLSA;8;21861
LIMON CITRICO BOLSA;9;22142
LIMON CITRICO BOLSA;10;26849
LIMON CITRICO BOLSA;11;27807
LIMON CITRICO BOLSA;12;29090
LIMON CITRICO CAJON;1;29359
LIMON CITRICO CAJON;2;26721
LIMON CITRICO CAJON;3;27534
LIMON CITRICO CAJON;4;22340
LIMON CITRICO CAJON;5;20587
LIMON CITRICO CAJON;6;19733
LIMON CITRICO CAJON;7;23328
LIMON CITRICO CAJON;8;24529
LIMON CITRICO CAJON;9;22832
LIMON CITRICO CAJON;10;24037
LIMON CITRICO CAJON;11;23484
LIMON CITRICO CAJON;12;20229
MAIZ BLANCO CUZCO;1;0
MAIZ BLANCO CUZCO;2;0
MAIZ BLANCO CUZCO;3;0
MAIZ BLANCO CUZCO;4;0
MAIZ BLANCO CUZCO;5;0
MAIZ BLANCO CUZCO;6;0
MAIZ BLANCO CUZCO;7;0
MAIZ BLANCO CUZCO;8;0
MAIZ BLANCO CUZCO;9;0
MAIZ BLANCO CUZCO;10;0
MAIZ BLANCO CUZCO;11;0
MAIZ BLANCO CUZCO;12;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;1;3
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;2;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;3;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;4;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;5;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;6;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;7;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;8;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;9;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;10;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;11;0
MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO;12;1
MAIZ CANCHA/BLANCO;1;2
MAIZ CANCHA/BLANCO;2;0
MAIZ CANCHA/BLANCO;3;1
MAIZ CANCHA/BLANCO;4;0
MAIZ CANCHA/BLANCO;5;1
MAIZ CANCHA/BLANCO;6;0
MAIZ CANCHA/BLANCO;7;0
MAIZ CANCHA/BLANCO;8;0
MAIZ CANCHA/BLANCO;9;0
MAIZ CANCHA/BLANCO;10;0
MAIZ CANCHA/BLANCO;11;0
MAIZ CANCHA/BLANCO;12;1
MAIZ COLOR;1;0
MAIZ COLOR;2;0
MAIZ COLOR;3;0
MAIZ COLOR;4;0
MAIZ COLOR;5;0
MAIZ COLOR;6;0
MAIZ COLOR;7;0
MAIZ COLOR;8;0
MAIZ COLOR;9;0
MAIZ COLOR;10;0
MAIZ COLOR;11;0
MAIZ COLOR;12;0
MAIZ ENTERO AMARILLO/DURO/AMILACEO;1;6
MAIZ ENTERO AMARILLO/DURO/AMILACEO;2;1
MAIZ ENTERO AMARILLO/DURO/AMILACEO;3;0
MAIZ ENTERO AMARILLO/DURO/AMILACEO;4;29
MAIZ ENTERO AMARILLO/DURO/AMILACEO;5;6
MAIZ ENTERO AMARILLO/DURO/AMILACEO;6;2
MAIZ ENTERO AMARILLO/DURO/AMILACEO;7;8
MAIZ ENTERO AMARILLO/DURO/AMILACEO;8;1
MAIZ ENTERO AMARILLO/DURO/AMILACEO;9;0
MAIZ ENTERO AMARILLO/DURO/AMILACEO;10;0
MAIZ ENTERO AMARILLO/DURO/AMILACEO;11;2
MAIZ ENTERO AMARILLO/DURO/AMILACEO;12;2
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;1;18016
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;2;16495
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;3;14930
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;4;10356
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;5;8484
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;6;6836
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;7;6964
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;8;7698
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;9;8096
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;10;9990
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;11;10953
MAIZ MORADO FRESC/MOJAD/SARASO/SECO;12;11008
MAIZ POR CORN IMPORTADO;1;0
MAIZ POR CORN IMPORTADO;2;0
MAIZ POR CORN IMPORTADO;3;1
MAIZ POR CORN IMPORTADO;4;0
MAIZ POR CORN IMPORTADO;5;0
MAIZ POR CORN IMPORTADO;6;0
MAIZ POR CORN IMPORTADO;7;0
MAIZ POR CORN IMPORTADO;8;0
MAIZ POR CORN IMPORTADO;9;0
MAIZ POR CORN IMPORTADO;10;0
MAIZ POR CORN IMPORTADO;11;0
MAIZ POR CORN IMPORTADO;12;0
MANGO CHATO/HUACA;1;0
MANGO CHATO/HUACA;2;0
MANGO CHATO/HUACA;3;0
MANGO CHATO/HUACA;4;0
MANGO CHATO/HUACA;5;0
MANGO CHATO/HUACA;6;0
MANGO CHATO/HUACA;7;0
MANGO CHATO/HUACA;8;0
MANGO CHATO/HUACA;9;0
MANGO CHATO/HUACA;10;0
MANGO CHATO/HUACA;11;0
MANGO CHATO/HUACA;12;2
MANGO CRIOLLO HUACA(COSTA);1;0
MANGO CRIOLLO HUACA(COSTA);2;0
MANGO CRIOLLO HUACA(COSTA);3;0
MANGO CRIOLLO HUACA(COSTA);4;0
MANGO CRIOLLO HUACA(COSTA);5;0
MANGO CRIOLLO HUACA(COSTA);6;0
MANGO CRIOLLO HUACA(COSTA);7;0
MANGO CRIOLLO HUACA(COSTA);8;0
MANGO CRIOLLO HUACA(COSTA);9;1
MANGO CRIOLLO HUACA(COSTA);10;0
MANGO CRIOLLO HUACA(COSTA);11;4
MANGO CRIOLLO HUACA(COSTA);12;0
MANGO CRIOLLO PLANTA(COSTA);1;0
MANGO CRIOLLO PLANTA(COSTA);2;1
MANGO CRIOLLO PLANTA(COSTA);3;2
MANGO CRIOLLO PLANTA(COSTA);4;0
MANGO CRIOLLO PLANTA(COSTA);5;0
MANGO CRIOLLO PLANTA(COSTA);6;0
MANGO CRIOLLO PLANTA(COSTA);7;0
MANGO CRIOLLO PLANTA(COSTA);8;0
MANGO CRIOLLO PLANTA(COSTA);9;0
MANGO CRIOLLO PLANTA(COSTA);10;0
MANGO CRIOLLO PLANTA(COSTA);11;0
MANGO CRIOLLO PLANTA(COSTA);12;0
MANGO EDWARD HUACA;1;0
MANGO EDWARD HUACA;2;0
MANGO EDWARD HUACA;3;16
MANGO EDWARD HUACA;4;0
MANGO EDWARD HUACA;5;0
MANGO EDWARD HUACA;6;0
MANGO EDWARD HUACA;7;0
MANGO EDWARD HUACA;8;0
MANGO EDWARD HUACA;9;0
MANGO EDWARD HUACA;10;0
MANGO EDWARD HUACA;11;0
MANGO EDWARD HUACA;12;0
MANGO EDWARD PLANTA;1;106
MANGO EDWARD PLANTA;2;21
MANGO EDWARD PLANTA;3;13
MANGO EDWARD PLANTA;4;1
MANGO EDWARD PLANTA;5;0
MANGO EDWARD PLANTA;6;0
MANGO EDWARD PLANTA;7;0
MANGO EDWARD PLANTA;8;0
MANGO EDWARD PLANTA;9;0
MANGO EDWARD PLANTA;10;0
MANGO EDWARD PLANTA;11;8
MANGO EDWARD PLANTA;12;97
MANGO HADEN HUACA;1;0
MANGO HADEN HUACA;2;1
MANGO HADEN HUACA;3;0
MANGO HADEN HUACA;4;0
